description,fee_type,html_url,id,label,level,name,online_type,picture_url,purchase_seconds_info,students_count
课程将涉及 Spark FPGrowth 关联规则学习，这是一种从大量的数据中挖掘出有用信息的方法。例如超市存在的购物数据，可以使用关联规则对商品进行关联推销和个性化用户推荐。,member,/courses/815,815,,2,Spark FPGrowth 关联规则学习,online_public,https://dn-simplecloud.shiyanlou.com/1517283062568.png,,455
PyGithub.py 是利用 Python 封装 Github API 的第三方库。通过学习该课程，你将会使用 Python 从 Github 中获取对应代码仓库的贡献度（Commit 信息）及活跃度（Issue 评论内容）等。并且讲解如何使用 iPython 交互式调试代码。,member,/courses/789,789,,2,Python 实现 Github 周报生成,online_public,https://dn-simplecloud.shiyanlou.com/1517282787897.png,,774
利用Python的SSH模块实现java web项目的远端自动化部署和自动化更新。简化java web项目的部署流程。,member,/courses/778,778,,2,Python 实现项目自动化部署,online_public,https://dn-simplecloud.shiyanlou.com/1517282673892.png,,699
FAST.AI 深度学习工具库基于著名深度学习框架 PyTorch 构建，PyTorch 是由 Facebook 主导开发的深度学习框架，因其高效的计算过程以及良好的易用性被诸多大公司和科研人员所喜爱。本次课程中，我们将对 FAST.AI 进行介绍，并尝试利用 FAST.AI 来完成图像处理，文本处理，协同过滤等应用。,bootcamp,/courses/1445,1445,,3,FAST.AI 深度学习实践课程,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid770606-20191118-1574063190308,,149
"本课程将对遗传算法进行简单讲解，通过使用python实现简单的遗传算法求解函数极值以及通过实例了解Pyevolve的使用方法。非常适合熟悉Python基础，对算法较感兴趣的用户。
遗传算法（Genetic algorithm）属于演化计算( evolutionary computing)，是随着人工智能领域发展而来的一种智能算法。正如它的名字所示，遗传算法是受达尔文进化论启发。简单来说，它是一种通过模拟自然进化过程搜索最优解的方法。",member,/courses/776,776,,2,Python 实现基础遗传算法,online_public,https://dn-simplecloud.shiyanlou.com/1517282605623.png,,727
本课程意欲通过三种不同的方式解决‘’哲学家就餐‘’这个经典的问题。在了解一些基本的操作系统的知识之后，通过实验加深对线程，死锁，活锁的认识，并深入理解解决死锁的算法思想。,member,/courses/770,770,,2,Python 解决哲学家就餐问题,online_public,https://dn-simplecloud.shiyanlou.com/1517282585223.png,,711
递归（英语：Recursion），又译为递回，在数学与计算机科学中，是指在函数的定义中使用函数自身的方法。递归一词还较常用于描述以自相似方法重复事物的过程。本课程通过3个C语言编程实例，让你在利用递归解决实际问题的过程中学习递归并掌握其核心思想。举一反三，懂得如何使用递归解决其他实际问题。,member,/courses/749,749,,2,C 语言递归方法论实战,online_public,https://dn-simplecloud.shiyanlou.com/1517282064083.png,,2807
本课程通过使用C++语言实现智能指针的过程，来了解C++基本程序设计的方法，包括类的定义与使用，运算符的重载，模板类的使用方法，以及引用计数技术。,member,/courses/745,745,,2,C++ 实现智能指针,online_public,https://dn-simplecloud.shiyanlou.com/1517281972471.png,,1622
新闻摘要提取就是除去新闻中冗余的部分，只保留关键的语句。最近几年关于新闻摘要提取的相关算法发展迅速，本课程将通过两个实验来为大家介绍两个不同的提取摘要算法，并通过python语言完成英文新闻摘要的自动提取。,member,/courses/741,741,,2,Python 实现英文新闻自动摘要提取,online_public,https://dn-simplecloud.shiyanlou.com/1517281748204.png,,2748
本课程使用PHP封装一个完整的分页类，配合bootstrap样式，实现一个美观实用的分页模块。从课程中可以了解分页的原理以及面向对象编程思想。,member,/courses/743,743,,2,PHP 实现分页类封装,online_public,https://dn-simplecloud.shiyanlou.com/1517281871005.png,,458
本课程将为大家讲解如何使用C语言实现LRU缓存，从中学习LRU缓存的基本概念、C语言相关编程技巧，双向链表的C语言实现以及哈希表的C语言实现。,member,/courses/737,737,,2,C 语言实现 LRU 缓存,online_public,https://dn-simplecloud.shiyanlou.com/1517281727206.png,,1356
出租车是我们生活中经常乘坐的一种交通工具，但打车难的问题也限制了我们更好地利用这种交通方式。在哪些地方出租车更容易打到？在什么时候更容易打到出租车？本课程将基于某市的出租车行驶轨迹数据，带你学习如何应用Spark SQL和机器学习相关技巧，并且通过数据可视化手段展现分析结果。,member,/courses/736,736,,2,大数据带你挖掘打车的秘籍,online_public,https://dn-simplecloud.shiyanlou.com/1517281696931.png,,2896
本课程将借助Huffman编码树给被压缩的文件生成相应的Huffman编码，然后对文件进行压缩，生成相应的压缩文件并对其实现解压操作。通过本课程的学习，让你全面认识Huffman编码树，并且能够借助Huffman编码树进行实践问题，除了本课的解压缩文件之外，还可以尝试去解决电话区号的分配等问题。,member,/courses/734,734,,2,Python 实现文件压缩与解压缩,online_public,https://dn-simplecloud.shiyanlou.com/1517281627619.png,,988
利用OpenCV中的平滑处理和线性滤波器对图片进行处理，打造模糊效果。将介绍归一化滤波器，高斯滤波器，中值滤波器，双边滤波器这四种滤波器的相关知识，并且会对“核”和卷积进行相应的讲解。,member,/courses/721,721,,2,OpenCV 实现图片模糊效果,online_public,https://dn-simplecloud.shiyanlou.com/1517279907902.png,,852
DVWA (Dam Vulnerable Web Application)是用PHP+Mysql编写的一套用于常规WEB漏洞教学和检测的WEB脆弱性测试程序。包含了SQL注入、XSS、盲注、命令执行等常见的一些安全漏洞。,member,/courses/726,726,,2,DVWA 暴力破解攻击,online_public,https://dn-simplecloud.shiyanlou.com/1517280500937.png,,1081
模版匹配是在图像中寻找目标的方法之一，常用于进行物体识别或人脸识别。本课程将使用OpenCV&&C++进行模板匹配，在一张大图中去查找并圈出目标小图。通过课程你将学习到关于OpenCV的一些函数用法和模板匹配的完整流程。,member,/courses/716,716,,2,OpenCV 与 C++ 实现模板匹配,online_public,https://dn-simplecloud.shiyanlou.com/1517279689910.png,,1273
ECharts 是一个纯 Javascript 的图表库，提供直观，生动，可交互，可高度个性化定制的数据可视化图表。,member,/courses/723,723,,2,PHP 实现 ECharts 图表功能,online_public,https://dn-simplecloud.shiyanlou.com/1517280325261.png,,633
很多网站在用户注册账号的时候为了保证账户的安全，都会自动检测用户密码的强度并给出提醒让用户设置一个相对安全的密码。本课程将指导大家如何使用python实现一个简单的检测密码强度的库。,member,/courses/712,712,,2,Python 实现密码强度检测器,online_public,https://dn-simplecloud.shiyanlou.com/1517278791791.png,,2065
本课程主要内容是讲解利用PHP的一个扩展库：CURL来进行信息的采集，完成一个类似网络爬虫的小项目，对采集的信息并进一步处理。课程中对实验楼的课程页面进行爬取，并取出其中的课程标题和课程图片，存入数据库。主要的知识点是CURL的使用方法，以及正则表达式的编写。,member,/courses/701,701,,2,PHP cURL 实现简单数据采集,online_public,https://dn-simplecloud.shiyanlou.com/1517278466494.png,,635
本次课程将基于 Python 和  PyQt 5 来学习 GUI 编程。课程分为两次实验，第一次实验先简单了解 Qt 各个组件的使用方法，第二次实验将尝试实现一个浏览器。,free,/courses/705,705,,2,Python 实现简易浏览器,online_public,https://dn-simplecloud.shiyanlou.com/1517278566042.png,,12499
"Radix树 , 这是一种基于二进制表示的键值的查找树，尤其适合处理非常长的、可变长度的键值，Patricia 的基本思想是构建一个二叉树。",member,/courses/693,693,,2,C++ 实现数据结构基数树,online_public,https://dn-simplecloud.shiyanlou.com/1517278256095.png,,584
本课程主要内容是讲解PHP中无限极分类的相关内容，无限极分类技术在开发中经常会遇到，例如网上商城的商品分类，企业网站的部门结构，博客网站的文章分类等等。课程中通过一个简单的小项目，实践无限极分类技术，并介绍了递归算法的使用。,member,/courses/694,694,,2,PHP 无限级分类技术实战,online_public,https://dn-simplecloud.shiyanlou.com/1517285919541.png,,439
本课程介绍如何编写基于 TCP 的简单的 Python 聊天程序，将会涉及 TCP/IP 协议、Python 网络编程、PythonGUI 编程 (Tkinter) 三个方面的知识。,member,/courses/681,681,,2,Python 实现基于 TCP 聊天程序,online_public,https://dn-simplecloud.shiyanlou.com/1517301365981.png,,2588
应用马尔可夫链算法，实现根据给定训练文本，输出随机生成的中/英文文本。使用 Python 实现一个类，封装可供使用的方法。,member,/courses/678,678,,2,Python 实现随机文本生成,online_public,https://dn-simplecloud.shiyanlou.com/1517278055314.png,,1888
OAuth 2.0 是时下最流行的授权认证方式，其典型的应用有第三方账号登陆，获取认证开发第三方应用等。本课程的前半段主要讲解 OAuth 2.0 授权的原理。后半段则会基于 Flask 与 Github 授权接口实现一个第三方留言本应用。,member,/courses/644,644,,2,OAuth 2.0 授权原理与实战,online_public,https://dn-simplecloud.shiyanlou.com/1473299690606.png,,1163
本课程操作 redis 实现异步订阅和发布，其中将介绍 redis 基础知识，在linux中安装和使用 redis ，常用的 hiredis API，并实现一个例程。,member,/courses/664,664,,2,C++ 实现消息异步订阅和发布,online_public,https://dn-simplecloud.shiyanlou.com/1474856160093.png,,896
本课程将可以学习到 Spark 的机器学习库 MLlib 的相关知识，掌握 MLlib 中的基本数据类型。同时，本课程还将通过一个电影推荐的实例，讲解如何利用机器学习算法解决实际问题。,member,/courses/600,600,,2,Spark MLlib 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1488267656254.png,,1313
使用 C++对银行排队服务进行模拟，以事件驱动为核心思想，手动实现模板链式队列、随机数产生器等内容，进而学习概率编程等知识。作为可选进阶，这个模型同时还能稍加修改的应用到 CPU 资源争夺模型中。,member,/courses/557,557,,3,C++ 实现银行排队服务模拟,online_public,https://dn-simplecloud.shiyanlou.com/1467971584371.png,,2343
本课程将针对飞行准点率数据集，通过一些简单的分析任务来学习 DataFrame 的由来、构建方式以及一些常用操作。在本课程中，你可以了解到 Spark 生态体系中，核心的 RDD 与 DataFrame 之间的区别和联系。同时，你还可以学习到在 Spark 中加载数据集的方式、如何配置和使用第三方库等等。,member,/courses/536,536,,2,Spark DataFrame 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1486457096597.png,,1149
本课程将学习Spark体系中用于解决图和并行图计算问题的新组件——GraphX。GraphX通过RDD的扩展，在其中引入了一个新的图抽象，即顶点和边带有特性的有向多重图，提供了一些基本运算符和优化了的Pregel API，来支持图计算。在本课程中你将可以学习到GraphX 框架的基本使用技巧、属性图的定义和操作符的种类，以及PageRank 、连通分量和三角形计数这三个经典的图计算算法。,member,/courses/529,529,,2,Spark GraphX 图计算框架入门,online_public,https://dn-simplecloud.shiyanlou.com/1485139173938.png,,589
本课程主要介绍 Scala 中可以让函数库调用变得更加方便的隐式变换和隐式参数，以及如何通过它们来避免一些繁琐和显而易见的细节问题。课程内容主要包括 implicits 的使用规则、隐含类型转换、转换被方法调用的对象等。,free,/courses/515,515,,2,Scala 实战之隐式变换和参数,online_public,https://dn-simplecloud.shiyanlou.com/1458180296092.png,,665
本课程主要向用户介绍会话管理中cookie和session的相关基础知识，并简述它们实际的应用场景。并详细讲解PHP是如何对cookie 和session进行增删查改的操作。两个实验均配有实战项目，让用户能将学到的知识快速应用到实际的项目中。,free,/courses/436,436,,2,PHP 会话控制基础实战,online_public,https://dn-simplecloud.shiyanlou.com/1445221124503.png,,3045
本课程侧重介绍Scala的case class和pattern matching（模式匹配），这两个程序结构对于处理树结构的数据非常有帮助。在本课程中，你将可以学习到模式匹配中的常量模式、通配模式和变量模式等，以及如何进行模式限定修饰和重叠模式的定义和正确定义可选项。,free,/courses/514,514,,2,Scala 实战之案例类和模式匹配,online_public,https://dn-simplecloud.shiyanlou.com/1458180351635.png,,670
本训练为使用 Python 实战开发一个轻量型数据库，从数据库需求分析，架构设计，到模块化各个功能，依次实现最终组合成一个数据库。功能模块包括数据库调度核心引擎模块，数据库模块，数据表模块，数据表字段模块，数据键值约束功能，执行条件模块，SQL 语法解析模块，并且实现了类似  MySQL 的命令行交互，可脱离代码直接使用  SQL  结构化查询语句进行使用。,bootcamp,/courses/914,914,,3,Python 实现一个轻量型数据库,online_public,https://dn-simplecloud.shiyanlou.com/1509700114118.png,,1291
Python Challenge 是一个有趣的 Python 闯关项目，课程将带领你一步一步攻克难题，在一个又一个脑洞大开的 Python 问题中提升自己的编程水平。,free,/courses/408,408,,2,Python Challenge 趣味大闯关,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200325-1585103398077,,10578
"本课程是一个全栈的课程，用 Django + React 搭建一个支持多语言、具有电商核心功能的系统。主要包含商品展示模块、购物车模块、订单模块。
课程也会介绍如何利用 Django 自带的认证系统来实现用户模块，以及对接外部服务（OAuth为例）的主要流程。",bootcamp,/courses/1243,1243,,3,Django 和 React 实现电商平台,online_public,https://dn-simplecloud.shiyanlou.com/course/1550200206189_【1243】-【基于Django+React实现电商平台】.png,,445
Python是做数据分析最好的语言。大数据当然也离不开Hadoop，Hadoop由JAVA写成，但Python也可以很好地操控它。本课程介绍了Python中MRjob模块，通过该模块，可以让开发者非常简单的通过Python来使用Hadoop进行数据分析。,member,/courses/1167,1167,,2,Python mrjob 操作 Hadoop,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631262247848_afced21c66cbd6e9a648467249da905f,,1267
万事开头难，在机器学习里在真正开始训练跑算法之前，都需要进行数据预处理，我们需要人工的或“启发式”地去处理数据，提取特征，数据预处理的效果对后续训练过程很关键。这门课程将介绍一种基于无监督学习神经网络数据降维的一种应用——自联想存储器。,member,/courses/696,696,,2,无监督学习与自编码器实现,online_public,https://dn-simplecloud.shiyanlou.com/1517278418198.png,,1730
课程主要通过 JavaScript 实现了一个工具包，运行工具包，可以将你的 JS 代码压缩成圣诞树，压缩后的代码还可以正常运行！通过课程，你的 JS 的将掌握的更加熟练。,member,/courses/1326,1326,,2,JavaScript 实现代码压缩成圣诞树,online_public,https://dn-simplecloud.shiyanlou.com/course/1558490173139_【1326】-【JavaScript实现js代码压缩成圣诞树】.png,,190
本课程引入 Python Turtle 模块，通过画出分形树（Fractal tree），科赫雪花曲线（Koch snowflake）和龙形曲线（Dragon curve）这三种曲线来加强对递归的认识。,member,/courses/384,384,,2,Python 生成数学分形图像,online_public,https://dn-simplecloud.shiyanlou.com/1517277282269.png,,1634
NumPy 是 Python 语言的一个扩充程序库。支持大量高维度数组与矩阵运算，此外也针对数组运算提供大量的数学函数。NumPy 百题大冲关共有 100 道练习题，不仅可以学习 NumPy 的使用，也是复习 NumPy 的必备宝典。,free,/courses/1090,1090,,2,NumPy 百题大冲关,online_public,https://dn-simplecloud.shiyanlou.com/1523958494389.png,,13806
本课程围绕生成对抗网络 GAN 展开，沿着 GAN 模型的发展轨迹逐步学习，使用不同类型的 GAN 实现图像生成、图像转换和图像超分辨率任务。,member,/courses/1345,1345,,2,TensorFlow 2 生成对抗网络实战,online_public,https://dn-simplecloud.shiyanlou.com/course/1561007930697_【1345】-【TensorFlow生成对抗网络实战】.png,,148
PyTorch 是由 Facebook 主导开发的深度学习框架，因其高效的计算过程以及良好的易用性被诸多大公司和科研人员所喜爱。本次课程中，我们将学习 PyTorch 的基础语法，了解 Autograd 自动求导机制，并最终利用 PyTorch 构建可用于图像分类任务的人工神经网络。,free,/courses/1348,1348,,2,PyTorch 深度学习基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1561012727318_【1348】-【PyTorch深度学习基础课程】.png,,2722
本实验中你将在学习 C 语言的同时学会编写你自己的编程语言，一个 1000 行左右代码的简单  Lisp ，通过本实验的学习，提高自己的编程能力。本课程翻译制作自著名的BuildYourOwnLisp教程。,free,/courses/670,670,,2,C 语言实现自己的编程语言,online_public,https://dn-simplecloud.shiyanlou.com/1553843620876.png,,6406
Netty 作为互联网中间件的基石，是 JAVA 工程师提升必须掌握的能力之一，本课程通过从基础的网络编程概念到 JAVA 原生网络编程再到 Netty 开发，由浅入深以概念+代码的方式帮助同学们快速理解和上手 Netty。,bootcamp,/courses/1257,1257,,2,Netty 开发实战入门,online_public,https://dn-simplecloud.shiyanlou.com/1553843942795.png,,327
本课程将以中文为处理对象，逐步讲解关于中文的自然语言处理技术常用的一些底层技术，即中文分词、词性标注、命名实体识别。这三项底层技术也是目前能够商用，且相对成熟的技术。挑战参考答案：https://www.lanqiao.cn/questions/172391,bootcamp,/courses/1329,1329,,3,自然语言处理底层技术实现及应用,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid1-20190606-1559803739580,,315
本课程将带领大家使用 Go 语言一步步实现一个好玩的表情拼接工具，实现将静态图片制作成带有动作或特效的动态 gif 图片。课程选择的命令行工具为jawher/mow.cli，通过解析和实现用户输入的命令行参数指令，我们可以为图片增加旋转、摇晃和闪光等各种有趣的特效，同时也可以帮助大家了解Go语言中的图像处理和文件IO等相关知识。,member,/courses/1273,1273,,2,Go 语言实现表情拼接工具,online_public,https://dn-simplecloud.shiyanlou.com/course/1558074147315_【1273】-【Go语言实现有趣的表情拼接工具】.png,,60
本课程将通过C语言实现一个简易计算器，用于解决任意长度的有符号整数的加、减、乘、除运算。主要将涉及到利用全新的数据结构来表示大数，并将新数据结构存储的大数转化为字符用于显示。以及基于大数新的数据结构完成加、减、乘、除的计算算法设计。,member,/courses/750,750,,2,C 语言实现大数计算器,online_public,https://dn-simplecloud.shiyanlou.com/1517298658415.png,,1019
"通过学习本课程,实现自己搭建一台 Git 服务器，虽然有很多现成的代码托管网站比如 github,但是当你想保护代码的安全的时候,私有的 Git 服务器无疑是最安全的。",member,/courses/616,616,,2,Linux 安装 Git 服务器,online_public,https://dn-simplecloud.shiyanlou.com/course/1542593227340_【616】-【Linux系统安装git服务器】.png,,1106
本课程基于 Python 3.5 详细讲解协程原理以及  asyncio 模块的使用。包括以下知识点：线程安全、GIL 全局解释器锁、同步和异步、阻塞和非阻塞、生成器如何进化成协程、yield from 语法、协程装饰器、asyncio 模块的任务和事件循环、任务的状态、async / await 关键字、绑定回调等。,free,/courses/1278,1278,,2,Python 异步编程入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1560753717854_【1278】-【Python异步编程】.png,,1314
介绍如何在 R 中使用 apply 族函数减少低效的循环，以及如何使用管道操作避免累赘的多重嵌套。本课程依据化繁为简的功能将 apply 族函数和管道操作放在一起，做一个更加全面和清晰的讲解，作为 R 语言入门后需要掌握的初级技巧。,member,/courses/975,975,,2,R 语言 Apply 函数族管道操作,online_public,https://dn-simplecloud.shiyanlou.com/1510296386944.png,,157
使用 Python 实现各种算法，主要知识点包括数据结构，哈希，数学算法，线性代数，搜索算法，排序算法，字符串。,free,/courses/1265,1265,,2,Python 实现常见数据结构,online_public,https://dn-simplecloud.shiyanlou.com/course/1555480028087_【1265】-【Python实现各种常用算法】.png,,6015
"本课程是一门 Vue.js 的入门课程，介绍了 Vue 的安装和使用，带领大家学习 Vue 模板语法，核心指令，计算和侦听属性，条件和循环渲染元素，以及怎样去绑定元素 class 和 style,处理基础事件，Vue 组件开发等。",free,/courses/1262,1262,,2,Vue.js 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1554280673829_【1262】-【Vue基础入门】.png,,6282
Matplotlib 是支持 Python 语言的开源绘图库，因为其支持丰富的绘图类型、简单的绘图方式以及完善的接口文档，深受 Python 工程师、科研学者、数据工程师等各类人士的喜欢。本课程主要对 Matplotlib 常用的绘图方法进行简介。并介绍其绘图常用的方法。,free,/courses/1093,1093,,2,Matplotlib 数据绘图基础入门,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631088182963_1b6c1c87560d004d6f6013dc1f06374d,,5652
TensorFlow 2 已正式推出，根据 TensorFlow  官方介绍，2.0 版本将专注于简洁性和易用性的改善。本次课程将带你了解 TensorFlow 2.0 的新特性，并完成快速入门和过渡。,free,/courses/1282,1282,,2,TensorFlow 2 新特性快速入门,online_public,https://dn-simplecloud.shiyanlou.com/1554260286693.png,,1256
本课程通过一个简单的例子来实现登录验证码识别。从中我们可以学习到 Python 基本知识，PIL 模块的使用和破解验证码的原理。本项目难度中等，适合有 Python 基础的人群进行学习。,free,/courses/364,364,,2,Python 识别登录验证码,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid214893-20200316-1584341874644,,33905
现有的web浏览器的安全模型是基于同源策略，提供一些基于Web应用程序的保护功能。本实验帮助理解同源策略。,free,/courses/282,282,,2,Collabtive 浏览器同源策略探索,online_public,https://dn-simplecloud.shiyanlou.com/1525931023210.png,,726
利用 Web 应用程序和数据库服务器之间的接口，把 SQL 命令插入到 Web 表单递交或输入域名或页面请求的查询字符串，欺骗服务器执行恶意的 SQL 命令。,free,/courses/291,291,,2,Collabtive 系统 SQL 注入实验,online_public,https://dn-simplecloud.shiyanlou.com/1525931052696.png,,3669
本课程介绍了 Lambda 表达式、函数式接口、Stream 流等相关知识，带你入门 Java 函数式编程。,free,/courses/539,539,,2,Java 函数式编程,online_public,https://dn-simplecloud.shiyanlou.com/course/1544762404253_[539]-[java函数式编程].png,,7158
本课程会从实现一个玩具解释器开始学习解释器的基本知识。之后通过考察 Python 字节码进一步学习理解 Python 解释器的内部机制。最终参考 Byterun（一个现有的 Python 解释器）实现一个 500 行以内的 Python 解释器。,free,/courses/554,554,,2,Python 实现 Python 解释器,online_public,https://dn-simplecloud.shiyanlou.com/1465729995545.png,,4824
本实验仅用 200 行的 Python 代码完成 2048 小游戏的编写。通过本实验将学习 Python 基本知识，状态机的概念，以及编写 Python 游戏的步骤。课程为 Python 的进阶内容，需要用户具有 Python 的语法基础。,free,/courses/368,368,,2,Python 实现 2048 游戏,online_public,https://dn-simplecloud.shiyanlou.com/ncn368.jpg,,70204
本课程将学习 Spark 平台中对于 R 语言的支持前端 SparkR。课程将会讲解到如何在 SparkR 中创建和操作 DataFrame、如何运行 SQL 查询，以及如何利用机器学习相关的 API。最后，还会通过一些简单的实例来学习 SparkR 时间序列分析。,member,/courses/615,615,,2,SparkR 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1487932903198.png,,412
本课程侧重讲解 Scala 中的  Extractor ，它可以将数据模型和视图逻辑分离，在 Scala 体系中充当类似于适配器的角色，是一种极具函数式的做法。你将可以在课程中学到如何定义和设定 Extractor 。本课程难度为一般，属于初级级别课程，适合具有 Scala 基础的用户。,free,/courses/526,526,,2,Scala 实战之 Extractor 提取器,online_public,https://dn-simplecloud.shiyanlou.com/1459493144226.png,,493
本课程主要介绍 Scala 中的抽象成员用法。先前的基础课程中提到 Scala 中的类型成员也可以是抽象的，而抽象字段和抽象方法都只有字段或者方法的定义，没有字段或者方法的具体实现。在本节，你将可以学到如何使用 Type 成员，以及抽象 vals 变量的初始化方法等要点。,free,/courses/516,516,,2,Scala 实战之抽象成员,online_public,https://dn-simplecloud.shiyanlou.com/1458180211728.png,,378
使用R语言中的文本分词包‘Rwordseg’对名著内容进行词频分析，再使用包‘wordcloud’绘制词云，实现数据可视化,member,/courses/375,375,,2,R 语言绘制中文词云,online_public,https://dn-simplecloud.shiyanlou.com/ncn375.jpg,,720
知名小游戏 2048，使用 Go 语言编程实现。本实验需要 Go 语言基础，建议先学习 Go语言简明教程：https://www.lanqiao.cn/courses/11,member,/courses/42,42,,2,Go 语言实现 2048 游戏,online_public,https://dn-simplecloud.shiyanlou.com/course/1542591820614_【42】-【GO语言开发2048】.png,,1703
本课程基于《C++语言程序设计（第4版）学生用书》（郑莉 董渊编著，清华大学出版社），可以配合该教材使用。该课程以面向对象的程序设计思想为主线，以通俗易懂的方法介绍C++语言。本系列实验可配合MOOC课程学习：C++语言程序设计基础,free,/courses/45,45,,2,C++ 语言程序设计（第四版，郑莉著）配套实验,online_public,https://dn-simplecloud.shiyanlou.com/ncn45.jpg,,8711
Kaggle 是一个致力于为数据科学家提供举办机器学习竞赛、托管数据库、编写和分享代码的网站，已经成为全世界数据工程师最喜欢的平台之一。本课程挑选了数个 Kaggle 上经典的项目进行讲解，并结合学到的知识完成实战训练。希望你能通过本次课程学习到数据分析实战知识，并踏入 Kaggle 竞赛的大门。,bootcamp,/courses/1363,1363,,2,Kaggle 数据分析项目实战,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid18510-20190719-1563515288159,,690
本课程将重心放在 React 基础知识，从最基本的 JSX 语法开始，带你逐渐领略元素，组件，props & state，生命周期等 React 基本组成单位，最后我们会对 React 的 HOC 作一定的了解，以感受 React 组件化的编程思想。,member,/courses/1275,1275,,2,React 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1554347205758_【1275】-【React基础入门】.png,,1409
Hadoop是一款支持数据密集型分布式应用并以Apache 2.0许可协议发布的开源软件框架，本实验学习并实践Hadoop系统的不同模式的部署，以及基本的系统使用与管理。,free,/courses/35,35,,2,Hadoop 部署及管理,online_public,https://dn-simplecloud.shiyanlou.com/1522313561058.png,,13379
本课程将通过纯前端打造一个实时 markdown 编辑器，用到的库或框架主要有 marked，Ace，highlight.js 及 Bootstrap。通过本完成本项目，将实践 web 应用程序开发的相关知识。,member,/courses/460,460,,2,HTML 实现 Markdown 编辑器,online_public,https://dn-simplecloud.shiyanlou.com/1446534523247.png,,901
想把Linux用作桌面系统，其中一部分障碍就是Linux上没有像有道一样简单易用的词典。其实开发一款桌面词典也没用我们想象的那么难。本课程将通过三个例子来介绍 GTK 与 WebView 基础知识，并在最后完成一个简单好用的桌面词典。本课程难度中等，属于python中等的项目课程，需要有 Python 基础。但是学习曲线相对平滑，有三个例子做铺垫。不需要有 GTK 和 webview 的知识即可上手。,member,/courses/47,47,,2,Linux 实现有道词典工具,online_public,https://dn-simplecloud.shiyanlou.com/assets/1631527734659_217479a24f5b98bcd9028a1675b0f69e,,1176
Return-to-libc攻击是一种特殊的缓冲区溢出攻击，通常用于攻击有“栈不可执行”保护措施的目标系统。本课程我们将用system()地址替换返回地址，用它调用一个root shell。,free,/courses/233,233,,2,Return-to-libc 攻击实验,online_public,https://dn-simplecloud.shiyanlou.com/1525930624938.png,,1700
本课程将会提供一个具有格式化漏洞的程序，我们将制定一个计划来探索这些漏洞以达到任意读写内存的目的。课程难度适中，同学们需具有一定Linux 基础。,free,/courses/228,228,,2,格式化字符串漏洞实验,online_public,https://dn-simplecloud.shiyanlou.com/1525930213418.png,,2901
本课将介绍 Nginx 的部署、配置、优化及案例实战。本课程分为 7 个实验，从 Nginx 入门环境搭建到 DDoS 防御配置，由浅入深学习 Nginx 运维知识。适合对于 Linux 运维的感兴趣的同学学习和进阶。,member,/courses/95,95,,2,Nginx 运维基础入门,online_public,https://dn-simplecloud.shiyanlou.com/course/1542592077727_【95】-【LinuxWeb运维（Nginx）实战】.png,,13221
本课程旨在让大家了解网络协议的基本概念及原理，同时我们会使用 GO 语言模拟实现他的传输过程。在实验中，我们会详细介绍 TCP/IP、UDP 、链路层 、传输层及端口的概念和工作模式。并利用代码进行实现。这样能够让大家非常深入和详尽的了解这些基础网络知识。,bootcamp,/courses/1300,1300,近期升级,3,Go 语言模拟实现 TCP IP 协议,online_public,https://dn-simplecloud.shiyanlou.com/course/1556606076163_【1300】-【GO语言模拟实现TCP_IP协议】(2).png,,333
Laravel 是目前 PHP 领域中最热门的一个框架，本课程将使用 Laravel 框架来开发一个类似于知乎的问答平台，该项目主要主要实现用户注册，个人中心，关注和粉丝，发布问题以及回答问题，发送私信，广播通知，消息推送等功能。,bootcamp,/courses/1209,1209,,3,Laravel 实现一个问答平台,online_public,https://dn-simplecloud.shiyanlou.com/1543456555551.png,,146
jQuery是一个优秀的轻量级Javascript库，兼容CSS3，还兼容各种浏览器，在Web前端开发中广泛使用。课程将从 jQuery 基础入手，我们会学习到 jQuery 的具有鲜明特征的用法，例如 jQuery 选择器、jQuery 的事件和动画等，最终达到熟练掌握 jQuery 的目的。,free,/courses/22,22,,2,jQuery 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/courses/uid18510-20190523-1558594931531,,3873
本课程将会带领你领略 Node.js 的魅力，从 Node.js 的基本概念入手，学习函数、事件、模块等概念。由浅入深，让你熟练掌握 Node.js 的基本编程。,free,/courses/44,44,,2,Node.js 基础入门,online_public,https://dn-simplecloud.shiyanlou.com/1552023199704.png,,13005
